customer_id,total_spend,avg_spend,spend_std,transaction_count,unique_categories,age,gender
7230,227.56,227.56,0.0,1,1,53,M
7238,22.11,22.11,0.0,1,1,31,F
7248,147.04,147.04,0.0,1,1,55,M
7268,25.53,25.53,0.0,1,1,77,F
7309,91.01,91.01,0.0,1,1,35,F
7312,2711.24,2711.24,0.0,1,1,71,M
7344,166.07,166.07,0.0,1,1,60,M
7366,484.08,484.08,0.0,1,1,68,F
7391,623.63,623.63,0.0,1,1,24,M
7398,82.3,82.3,0.0,1,1,36,M
7399,83.06,83.06,0.0,1,1,57,F
7401,1695.09,1695.09,0.0,1,1,28,Unknown
7429,20.32,20.32,0.0,1,1,51,F
7432,47.78,47.78,0.0,1,1,33,F
7463,85.43,85.43,0.0,1,1,35,F
7493,37.48,37.48,0.0,1,1,41,M
7504,186.03,186.03,0.0,1,1,29,M
7514,60.97,60.97,0.0,1,1,63,M
7607,117.03,117.03,0.0,1,1,20,M
7608,35.9,35.9,0.0,1,1,26,M
7651,1981.81,1981.81,0.0,1,1,59,F
7696,54.29,54.29,0.0,1,1,21,M
7710,218.9,218.9,0.0,1,1,63,Unknown
7727,94.23,94.23,0.0,1,1,70,F
7739,123.74,123.74,0.0,1,1,70,F
7745,55.94,55.94,0.0,1,1,23,F
7753,747.03,747.03,0.0,1,1,58,M
7755,83.72,83.72,0.0,1,1,32,M
7772,2567.48,2567.48,0.0,1,1,69,F
7793,12.67,12.67,0.0,1,1,77,F
7829,18.03,18.03,0.0,1,1,63,M
7882,135.56,135.56,0.0,1,1,74,F
7935,278.75,278.75,0.0,1,1,51,F
7938,15.53,15.53,0.0,1,1,74,M
7940,300.35,300.35,0.0,1,1,52,M
7997,2034.71,2034.71,0.0,1,1,66,M
8049,65.67,65.67,0.0,1,1,20,F
8070,195.34,195.34,0.0,1,1,40,M
8073,820.15,820.15,0.0,1,1,68,F
8084,20.02,20.02,0.0,1,1,41,F
8091,249.93,249.93,0.0,1,1,22,M
8100,69.63,69.63,0.0,1,1,32,M
8122,709.65,709.65,0.0,1,1,33,M
8146,875.31,875.31,0.0,1,1,59,F
8147,48.63,48.63,0.0,1,1,22,F
8164,162.47,162.47,0.0,1,1,75,F
8192,99.54,99.54,0.0,1,1,36,M
8229,128.59,128.59,0.0,1,1,76,F
8241,142.63,142.63,0.0,1,1,36,F
8255,2998.48,2998.48,0.0,1,1,48,F
8301,106.72,106.72,0.0,1,1,60,F
8304,196.32,196.32,0.0,1,1,44,M
8307,88.61,88.61,0.0,1,1,26,M
8318,304.54,304.54,0.0,1,1,68,M
8336,399.02,399.02,0.0,1,1,37,F
8352,1756.0,1756.0,0.0,1,1,56,M
8370,147.84,147.84,0.0,1,1,62,F
8433,160.48,160.48,0.0,1,1,35,F
8441,2383.68,2383.68,0.0,1,1,38,M
8449,250.75,250.75,0.0,1,1,37,Unknown
8465,1421.19,1421.19,0.0,1,1,39,M
8477,164.37,164.37,0.0,1,1,43,M
8513,246.68,246.68,0.0,1,1,51,M
8559,131.73,131.73,0.0,1,1,73,M
8570,20.48,20.48,0.0,1,1,66,F
8589,197.5,197.5,0.0,1,1,77,F
8600,93.15,93.15,0.0,1,1,21,Unknown
8641,73.93,73.93,0.0,1,1,45,F
8693,493.26,493.26,0.0,1,1,50,F
8729,228.34,228.34,0.0,1,1,75,M
8742,2296.91,2296.91,0.0,1,1,39,M
8759,72.27,72.27,0.0,1,1,75,Unknown
8765,2021.81,2021.81,0.0,1,1,23,M
8785,534.34,534.34,0.0,1,1,21,M
8787,272.79,272.79,0.0,1,1,72,M
8807,373.04,373.04,0.0,1,1,57,M
8892,39.5,39.5,0.0,1,1,64,Unknown
8905,70.0,70.0,0.0,1,1,70,M
8965,103.3,103.3,0.0,1,1,20,F
9001,55.25,55.25,0.0,1,1,68,M
9010,115.92,115.92,0.0,1,1,37,M
9167,2396.59,2396.59,0.0,1,1,72,F
9172,77.82,77.82,0.0,1,1,24,F
9188,151.16,151.16,0.0,1,1,49,F
9222,77.26,77.26,0.0,1,1,41,F
9260,82.86,82.86,0.0,1,1,72,M
9280,62.68,62.68,0.0,1,1,46,M
9286,427.08,427.08,0.0,1,1,56,M
9346,365.38,365.38,0.0,1,1,77,F
9357,2866.91,2866.91,0.0,1,1,40,F
9385,233.05,233.05,0.0,1,1,36,F
9393,41.57,41.57,0.0,1,1,44,F
9403,26.42,26.42,0.0,1,1,41,M
9486,67.09,67.09,0.0,1,1,31,F
9499,79.92,79.92,0.0,1,1,32,M
9502,995.5,995.5,0.0,1,1,74,M
9523,90.79,90.79,0.0,1,1,65,F
9528,499.73,499.73,0.0,1,1,23,M
9626,109.74,109.74,0.0,1,1,60,M
9638,337.98,337.98,0.0,1,1,42,F
9657,692.0,692.0,0.0,1,1,54,F
9664,256.69,256.69,0.0,1,1,37,M
9730,675.35,675.35,0.0,1,1,66,M
9736,72.46,72.46,0.0,1,1,27,F
9741,2085.86,2085.86,0.0,1,1,64,F
9753,74.57,74.57,0.0,1,1,30,F
9767,76.1,76.1,0.0,1,1,39,M
9774,317.06,317.06,0.0,1,1,61,F
9789,49.84,49.84,0.0,1,1,46,M
9795,56.12,56.12,0.0,1,1,23,F
9806,485.16,485.16,0.0,1,1,70,M
9807,55.17,55.17,0.0,1,1,23,M
9855,590.6,590.6,0.0,1,1,72,F
9856,2380.19,2380.19,0.0,1,1,51,F
9859,78.88,78.88,0.0,1,1,35,F
9866,641.63,641.63,0.0,1,1,39,F
9871,368.28,368.28,0.0,1,1,28,M
9896,1992.53,1992.53,0.0,1,1,72,M
9903,151.19,151.19,0.0,1,1,45,Unknown
9955,24.05,24.05,0.0,1,1,58,F
10018,59.7,59.7,0.0,1,1,61,Unknown
10051,54.82,54.82,0.0,1,1,65,M
10060,449.86,449.86,0.0,1,1,36,M
10078,24.17,24.17,0.0,1,1,34,M
10088,301.71,301.71,0.0,1,1,34,F
10100,154.14,154.14,0.0,1,1,57,M
10126,110.98,110.98,0.0,1,1,30,F
10133,19.95,19.95,0.0,1,1,74,F
10191,107.83,107.83,0.0,1,1,31,F
10227,416.88,416.88,0.0,1,1,22,M
10235,206.82,206.82,0.0,1,1,35,M
10246,2631.7,2631.7,0.0,1,1,22,M
10252,776.31,776.31,0.0,1,1,74,M
10255,1134.51,1134.51,0.0,1,1,75,Unknown
10300,73.25,73.25,0.0,1,1,37,F
10314,955.61,955.61,0.0,1,1,51,F
10360,21.03,21.03,0.0,1,1,61,Unknown
10373,34.47,34.47,0.0,1,1,55,M
10422,24.99,24.99,0.0,1,1,72,F
10429,19.99,19.99,0.0,1,1,31,F
10431,118.88,118.88,0.0,1,1,69,F
10439,28.94,28.94,0.0,1,1,30,Unknown
10487,67.48,67.48,0.0,1,1,26,M
10498,132.43,132.43,0.0,1,1,70,M
10520,2694.92,2694.92,0.0,1,1,20,F
10605,66.56,66.56,0.0,1,1,60,F
10669,289.5,289.5,0.0,1,1,77,F
10718,43.97,43.97,0.0,1,1,65,F
10762,578.76,578.76,0.0,1,1,25,M
10770,704.96,704.96,0.0,1,1,42,Unknown
10776,890.22,890.22,0.0,1,1,54,Unknown
10802,132.35,132.35,0.0,1,1,22,M
10818,338.18,338.18,0.0,1,1,40,M
10833,32.02,32.02,0.0,1,1,42,F
10842,13.39,13.39,0.0,1,1,39,M
10847,34.85,34.85,0.0,1,1,46,F
10854,22.86,22.86,0.0,1,1,72,Unknown
10895,968.3,968.3,0.0,1,1,60,M
10915,38.5,38.5,0.0,1,1,55,M
10925,58.4,58.4,0.0,1,1,28,Unknown
10945,82.52,82.52,0.0,1,1,44,M
10965,357.22,357.22,0.0,1,1,77,F
10976,874.94,874.94,0.0,1,1,61,F
11030,51.04,51.04,0.0,1,1,39,M
11073,397.53,397.53,0.0,1,1,75,F
11078,148.4,148.4,0.0,1,1,57,M
11087,170.52,170.52,0.0,1,1,41,F
11094,64.01,64.01,0.0,1,1,46,M
11117,139.07,139.07,0.0,1,1,51,F
11121,2968.46,2968.46,0.0,1,1,67,F
11128,444.07,444.07,0.0,1,1,56,M
11130,29.03,29.03,0.0,1,1,66,Unknown
11154,139.72,139.72,0.0,1,1,34,M
11165,33.29,33.29,0.0,1,1,61,M
11180,128.27,128.27,0.0,1,1,67,M
11199,26.99,26.99,0.0,1,1,63,M
11215,26.38,26.38,0.0,1,1,75,Unknown
11237,922.84,922.84,0.0,1,1,56,M
11256,1144.57,1144.57,0.0,1,1,24,F
11257,271.71,271.71,0.0,1,1,63,F
11293,62.0,62.0,0.0,1,1,25,M
11318,143.5,143.5,0.0,1,1,27,F
11324,90.89,90.89,0.0,1,1,50,M
11338,1665.94,1665.94,0.0,1,1,66,M
11395,1288.35,1288.35,0.0,1,1,48,F
11399,166.69,166.69,0.0,1,1,54,F
11421,927.33,927.33,0.0,1,1,27,M
11422,399.97,399.97,0.0,1,1,36,M
11438,927.66,927.66,0.0,1,1,20,F
11455,274.71,274.71,0.0,1,1,41,M
11457,897.45,897.45,0.0,1,1,31,Unknown
11460,52.94,52.94,0.0,1,1,71,M
11463,213.03,213.03,0.0,1,1,76,Unknown
11496,42.4,42.4,0.0,1,1,40,F
11526,94.56,94.56,0.0,1,1,59,F
11540,2122.87,2122.87,0.0,1,1,50,M
11545,444.88,444.88,0.0,1,1,55,F
11564,180.69,180.69,0.0,1,1,71,F
11607,46.85,46.85,0.0,1,1,59,M
11627,2634.53,2634.53,0.0,1,1,63,Unknown
11697,2423.86,2423.86,0.0,1,1,24,F
11714,2194.51,2194.51,0.0,1,1,20,F
11733,2872.63,2872.63,0.0,1,1,37,F
11774,289.79,289.79,0.0,1,1,63,M
11794,147.28,147.28,0.0,1,1,24,M
11823,80.86,80.86,0.0,1,1,51,M
11836,207.88,207.88,0.0,1,1,75,Unknown
11849,288.27,288.27,0.0,1,1,50,M
11890,118.26,118.26,0.0,1,1,55,M
11896,120.77,120.77,0.0,1,1,76,M
11904,134.48,134.48,0.0,1,1,25,F
11917,330.06,330.06,0.0,1,1,21,M
11935,932.62,932.62,0.0,1,1,53,F
11975,74.88,74.88,0.0,1,1,76,M
12003,46.29,46.29,0.0,1,1,75,F
12008,1555.39,1555.39,0.0,1,1,57,F
12013,91.94,91.94,0.0,1,1,39,M
12030,137.27,137.27,0.0,1,1,43,F
12034,93.96,93.96,0.0,1,1,34,M
12053,338.05,338.05,0.0,1,1,43,M
12055,76.29,76.29,0.0,1,1,68,F
12063,86.28,86.28,0.0,1,1,27,F
12076,432.45,432.45,0.0,1,1,45,M
12162,871.68,871.68,0.0,1,1,55,M
12169,28.27,28.27,0.0,1,1,30,F
12186,362.83,362.83,0.0,1,1,71,M
12221,41.06,41.06,0.0,1,1,29,M
12235,958.41,958.41,0.0,1,1,25,F
12272,23.35,23.35,0.0,1,1,76,M
12281,61.69,61.69,0.0,1,1,26,Unknown
12348,186.2,186.2,0.0,1,1,73,M
12359,35.6,35.6,0.0,1,1,76,F
12362,861.02,861.02,0.0,1,1,21,M
12396,189.57,189.57,0.0,1,1,59,M
12425,78.7,78.7,0.0,1,1,35,M
12437,37.73,37.73,0.0,1,1,51,M
12442,188.28,188.28,0.0,1,1,57,M
12453,751.54,751.54,0.0,1,1,60,F
12487,621.19,621.19,0.0,1,1,46,M
12492,552.78,552.78,0.0,1,1,76,F
12567,122.37,122.37,0.0,1,1,22,Unknown
12570,148.31,148.31,0.0,1,1,38,F
12620,344.42,344.42,0.0,1,1,46,F
12656,77.63,77.63,0.0,1,1,75,M
12657,106.59,106.59,0.0,1,1,34,F
12659,181.78,181.78,0.0,1,1,50,M
12677,356.91,356.91,0.0,1,1,66,M
12682,123.68,123.68,0.0,1,1,76,Unknown
12714,338.17,338.17,0.0,1,1,55,F
12724,28.73,28.73,0.0,1,1,71,M
