customer_id,total_spend,avg_spend,spend_std,transaction_count,unique_categories,age,gender,cluster,persona
2063,417.48,417.48,0.0,1,1,49,M,3,High-Volatility / Impulsive Spender
2117,55.63,55.63,0.0,1,1,66,F,2,Luxury-Oriented Spender
2128,299.94,299.94,0.0,1,1,56,M,3,High-Volatility / Impulsive Spender
2136,354.83,354.83,0.0,1,1,47,F,2,Luxury-Oriented Spender
2142,102.44,102.44,0.0,1,1,23,M,3,High-Volatility / Impulsive Spender
2168,104.68,104.68,0.0,1,1,70,F,2,Luxury-Oriented Spender
2190,84.8,84.8,0.0,1,1,32,F,2,Luxury-Oriented Spender
2195,44.48,44.48,0.0,1,1,37,F,2,Luxury-Oriented Spender
2242,251.98,251.98,0.0,1,1,20,Unknown,0,Conservative Budgeter
2244,792.61,792.61,0.0,1,1,60,M,3,High-Volatility / Impulsive Spender
2290,453.14,453.14,0.0,1,1,71,Unknown,0,Conservative Budgeter
2293,231.19,231.19,0.0,1,1,43,M,3,High-Volatility / Impulsive Spender
2411,224.84,224.84,0.0,1,1,75,F,2,Luxury-Oriented Spender
2417,61.39,61.39,0.0,1,1,72,F,2,Luxury-Oriented Spender
2448,169.11,169.11,0.0,1,1,69,M,3,High-Volatility / Impulsive Spender
2498,158.82,158.82,0.0,1,1,23,M,3,High-Volatility / Impulsive Spender
2512,15.63,15.63,0.0,1,1,27,M,3,High-Volatility / Impulsive Spender
2545,154.3,154.3,0.0,1,1,26,Unknown,0,Conservative Budgeter
2569,413.45,413.45,0.0,1,1,32,F,2,Luxury-Oriented Spender
2582,1767.99,1767.99,0.0,1,1,45,F,1,High-Frequency Moderate Spender
2630,118.27,118.27,0.0,1,1,27,M,3,High-Volatility / Impulsive Spender
2631,817.32,817.32,0.0,1,1,69,M,3,High-Volatility / Impulsive Spender
2637,49.64,49.64,0.0,1,1,31,F,2,Luxury-Oriented Spender
2644,109.73,109.73,0.0,1,1,72,Unknown,0,Conservative Budgeter
2666,242.06,242.06,0.0,1,1,62,F,2,Luxury-Oriented Spender
2682,383.09,383.09,0.0,1,1,38,M,3,High-Volatility / Impulsive Spender
2706,60.08,60.08,0.0,1,1,73,Unknown,0,Conservative Budgeter
2740,2020.95,2020.95,0.0,1,1,58,M,1,High-Frequency Moderate Spender
2779,73.9,73.9,0.0,1,1,31,F,2,Luxury-Oriented Spender
2784,72.58,72.58,0.0,1,1,64,F,2,Luxury-Oriented Spender
2791,135.89,135.89,0.0,1,1,39,F,2,Luxury-Oriented Spender
2795,691.08,691.08,0.0,1,1,68,M,3,High-Volatility / Impulsive Spender
2838,188.13,188.13,0.0,1,1,62,M,3,High-Volatility / Impulsive Spender
2870,2807.48,2807.48,0.0,1,1,71,F,1,High-Frequency Moderate Spender
2926,106.88,106.88,0.0,1,1,77,Unknown,0,Conservative Budgeter
2928,81.58,81.58,0.0,1,1,29,M,3,High-Volatility / Impulsive Spender
2931,46.5,46.5,0.0,1,1,41,F,2,Luxury-Oriented Spender
2961,276.64,276.64,0.0,1,1,47,M,3,High-Volatility / Impulsive Spender
2962,99.98,99.98,0.0,1,1,47,F,2,Luxury-Oriented Spender
2999,86.06,86.06,0.0,1,1,39,F,2,Luxury-Oriented Spender
3064,112.65,112.65,0.0,1,1,59,M,3,High-Volatility / Impulsive Spender
3079,1595.02,1595.02,0.0,1,1,24,M,1,High-Frequency Moderate Spender
3117,24.96,24.96,0.0,1,1,31,M,3,High-Volatility / Impulsive Spender
3156,24.96,24.96,0.0,1,1,30,F,2,Luxury-Oriented Spender
3176,1500.25,1500.25,0.0,1,1,69,M,1,High-Frequency Moderate Spender
3182,373.43,373.43,0.0,1,1,41,F,2,Luxury-Oriented Spender
3197,99.39,99.39,0.0,1,1,53,M,3,High-Volatility / Impulsive Spender
3258,344.37,344.37,0.0,1,1,21,M,3,High-Volatility / Impulsive Spender
3268,194.26,194.26,0.0,1,1,77,M,3,High-Volatility / Impulsive Spender
3279,88.29,88.29,0.0,1,1,71,M,3,High-Volatility / Impulsive Spender
3339,1402.34,1402.34,0.0,1,1,74,F,1,High-Frequency Moderate Spender
3370,27.44,27.44,0.0,1,1,54,Unknown,0,Conservative Budgeter
3402,222.46,222.46,0.0,1,1,60,F,2,Luxury-Oriented Spender
3409,45.31,45.31,0.0,1,1,20,F,2,Luxury-Oriented Spender
3410,21.49,21.49,0.0,1,1,53,M,3,High-Volatility / Impulsive Spender
3433,357.31,357.31,0.0,1,1,60,F,2,Luxury-Oriented Spender
3444,419.25,419.25,0.0,1,1,52,F,2,Luxury-Oriented Spender
3530,216.72,216.72,0.0,1,1,76,F,2,Luxury-Oriented Spender
3535,99.78,99.78,0.0,1,1,34,F,2,Luxury-Oriented Spender
3546,85.87,85.87,0.0,1,1,43,M,3,High-Volatility / Impulsive Spender
3550,166.97,166.97,0.0,1,1,45,M,3,High-Volatility / Impulsive Spender
3554,148.84,148.84,0.0,1,1,70,F,2,Luxury-Oriented Spender
3576,184.03,184.03,0.0,1,1,21,F,2,Luxury-Oriented Spender
3604,20.04,20.04,0.0,1,1,71,Unknown,0,Conservative Budgeter
3608,11.88,11.88,0.0,1,1,23,F,2,Luxury-Oriented Spender
3612,2134.7,2134.7,0.0,1,1,20,M,1,High-Frequency Moderate Spender
3613,319.17,319.17,0.0,1,1,36,M,3,High-Volatility / Impulsive Spender
3649,87.6,87.6,0.0,1,1,35,F,2,Luxury-Oriented Spender
3673,276.96,276.96,0.0,1,1,47,Unknown,0,Conservative Budgeter
3674,59.1,59.1,0.0,1,1,23,Unknown,0,Conservative Budgeter
3720,1264.03,1264.03,0.0,1,1,51,M,1,High-Frequency Moderate Spender
3731,123.85,123.85,0.0,1,1,59,F,2,Luxury-Oriented Spender
3739,105.68,105.68,0.0,1,1,38,F,2,Luxury-Oriented Spender
3778,464.86,464.86,0.0,1,1,60,M,3,High-Volatility / Impulsive Spender
3807,180.57,180.57,0.0,1,1,60,F,2,Luxury-Oriented Spender
3857,176.49,176.49,0.0,1,1,27,F,2,Luxury-Oriented Spender
3898,121.28,121.28,0.0,1,1,41,M,3,High-Volatility / Impulsive Spender
3899,626.83,626.83,0.0,1,1,40,M,3,High-Volatility / Impulsive Spender
3969,119.54,119.54,0.0,1,1,31,F,2,Luxury-Oriented Spender
3974,584.13,584.13,0.0,1,1,62,M,3,High-Volatility / Impulsive Spender
3989,127.07,127.07,0.0,1,1,54,M,3,High-Volatility / Impulsive Spender
4044,46.4,46.4,0.0,1,1,64,F,2,Luxury-Oriented Spender
4052,397.61,397.61,0.0,1,1,32,F,2,Luxury-Oriented Spender
4063,109.38,109.38,0.0,1,1,31,M,3,High-Volatility / Impulsive Spender
4125,164.15,164.15,0.0,1,1,22,F,2,Luxury-Oriented Spender
4134,273.98,273.98,0.0,1,1,47,M,3,High-Volatility / Impulsive Spender
4198,75.34,75.34,0.0,1,1,24,M,3,High-Volatility / Impulsive Spender
4201,68.7,68.7,0.0,1,1,21,M,3,High-Volatility / Impulsive Spender
4202,1069.15,1069.15,0.0,1,1,33,F,2,Luxury-Oriented Spender
4253,547.86,547.86,0.0,1,1,28,M,3,High-Volatility / Impulsive Spender
4279,2497.93,2497.93,0.0,1,1,76,F,1,High-Frequency Moderate Spender
4316,42.95,42.95,0.0,1,1,33,M,3,High-Volatility / Impulsive Spender
4324,2719.46,2719.46,0.0,1,1,75,M,1,High-Frequency Moderate Spender
4368,971.35,971.35,0.0,1,1,77,M,3,High-Volatility / Impulsive Spender
4373,166.92,166.92,0.0,1,1,69,M,3,High-Volatility / Impulsive Spender
4387,119.57,119.57,0.0,1,1,41,F,2,Luxury-Oriented Spender
4413,28.77,28.77,0.0,1,1,38,F,2,Luxury-Oriented Spender
4427,215.7,215.7,0.0,1,1,71,M,3,High-Volatility / Impulsive Spender
4430,759.65,759.65,0.0,1,1,21,M,3,High-Volatility / Impulsive Spender
4437,640.58,640.58,0.0,1,1,38,M,3,High-Volatility / Impulsive Spender
4446,489.29,489.29,0.0,1,1,26,M,3,High-Volatility / Impulsive Spender
4458,1497.15,1497.15,0.0,1,1,70,F,1,High-Frequency Moderate Spender
4516,215.92,215.92,0.0,1,1,45,F,2,Luxury-Oriented Spender
4533,89.41,89.41,0.0,1,1,74,M,3,High-Volatility / Impulsive Spender
4553,57.12,57.12,0.0,1,1,48,F,2,Luxury-Oriented Spender
4577,733.13,733.13,0.0,1,1,66,M,3,High-Volatility / Impulsive Spender
4634,205.45,205.45,0.0,1,1,23,F,2,Luxury-Oriented Spender
4652,941.57,941.57,0.0,1,1,38,M,3,High-Volatility / Impulsive Spender
4656,697.16,697.16,0.0,1,1,58,M,3,High-Volatility / Impulsive Spender
4694,128.8,128.8,0.0,1,1,74,F,2,Luxury-Oriented Spender
4718,2871.87,2871.87,0.0,1,1,41,M,1,High-Frequency Moderate Spender
4751,347.54,347.54,0.0,1,1,23,M,3,High-Volatility / Impulsive Spender
4793,48.86,48.86,0.0,1,1,43,Unknown,0,Conservative Budgeter
4799,269.81,269.81,0.0,1,1,67,M,3,High-Volatility / Impulsive Spender
4800,189.24,189.24,0.0,1,1,53,M,3,High-Volatility / Impulsive Spender
4821,396.07,396.07,0.0,1,1,76,M,3,High-Volatility / Impulsive Spender
4823,2345.58,2345.58,0.0,1,1,63,M,1,High-Frequency Moderate Spender
4838,180.52,180.52,0.0,1,1,59,M,3,High-Volatility / Impulsive Spender
4842,792.04,792.04,0.0,1,1,60,M,3,High-Volatility / Impulsive Spender
4854,297.65,297.65,0.0,1,1,22,F,2,Luxury-Oriented Spender
4876,190.71,190.71,0.0,1,1,64,F,2,Luxury-Oriented Spender
4905,80.36,80.36,0.0,1,1,26,M,3,High-Volatility / Impulsive Spender
4912,124.85,124.85,0.0,1,1,49,M,3,High-Volatility / Impulsive Spender
4926,405.84,405.84,0.0,1,1,20,M,3,High-Volatility / Impulsive Spender
4939,2373.68,2373.68,0.0,1,1,39,F,1,High-Frequency Moderate Spender
4948,111.6,111.6,0.0,1,1,49,F,2,Luxury-Oriented Spender
4987,168.66,168.66,0.0,1,1,42,M,3,High-Volatility / Impulsive Spender
5003,465.45,465.45,0.0,1,1,51,M,3,High-Volatility / Impulsive Spender
5006,161.7,161.7,0.0,1,1,66,F,2,Luxury-Oriented Spender
5018,409.39,409.39,0.0,1,1,62,F,2,Luxury-Oriented Spender
5028,18.14,18.14,0.0,1,1,67,M,3,High-Volatility / Impulsive Spender
5036,575.53,575.53,0.0,1,1,28,M,3,High-Volatility / Impulsive Spender
5045,217.49,217.49,0.0,1,1,20,M,3,High-Volatility / Impulsive Spender
5060,262.17,262.17,0.0,1,1,36,M,3,High-Volatility / Impulsive Spender
5068,887.99,887.99,0.0,1,1,50,M,3,High-Volatility / Impulsive Spender
5106,210.32,210.32,0.0,1,1,37,F,2,Luxury-Oriented Spender
5145,14.42,14.42,0.0,1,1,27,M,3,High-Volatility / Impulsive Spender
5147,256.94,256.94,0.0,1,1,68,F,2,Luxury-Oriented Spender
5155,388.21,388.21,0.0,1,1,69,M,3,High-Volatility / Impulsive Spender
5164,28.46,28.46,0.0,1,1,52,F,2,Luxury-Oriented Spender
5234,31.98,31.98,0.0,1,1,39,M,3,High-Volatility / Impulsive Spender
5266,470.87,470.87,0.0,1,1,75,M,3,High-Volatility / Impulsive Spender
5275,1000.94,1000.94,0.0,1,1,64,M,3,High-Volatility / Impulsive Spender
5277,49.75,49.75,0.0,1,1,65,F,2,Luxury-Oriented Spender
5303,250.21,250.21,0.0,1,1,48,M,3,High-Volatility / Impulsive Spender
5330,163.1,163.1,0.0,1,1,73,M,3,High-Volatility / Impulsive Spender
5385,87.19,87.19,0.0,1,1,73,F,2,Luxury-Oriented Spender
5403,356.81,356.81,0.0,1,1,24,Unknown,0,Conservative Budgeter
5424,1484.57,1484.57,0.0,1,1,61,F,1,High-Frequency Moderate Spender
5463,101.94,101.94,0.0,1,1,50,M,3,High-Volatility / Impulsive Spender
5467,1524.12,1524.12,0.0,1,1,53,F,1,High-Frequency Moderate Spender
5476,476.85,476.85,0.0,1,1,76,Unknown,0,Conservative Budgeter
5477,131.19,131.19,0.0,1,1,34,M,3,High-Volatility / Impulsive Spender
5486,1439.15,1439.15,0.0,1,1,22,M,1,High-Frequency Moderate Spender
5498,209.51,209.51,0.0,1,1,47,F,2,Luxury-Oriented Spender
5512,1120.23,1120.23,0.0,1,1,28,F,2,Luxury-Oriented Spender
5521,289.3,289.3,0.0,1,1,76,Unknown,0,Conservative Budgeter
5526,169.51,169.51,0.0,1,1,71,M,3,High-Volatility / Impulsive Spender
5527,963.51,963.51,0.0,1,1,62,F,2,Luxury-Oriented Spender
5553,200.47,200.47,0.0,1,1,31,M,3,High-Volatility / Impulsive Spender
5565,2774.31,2774.31,0.0,1,1,57,M,1,High-Frequency Moderate Spender
5581,21.47,21.47,0.0,1,1,62,M,3,High-Volatility / Impulsive Spender
5584,81.76,81.76,0.0,1,1,50,F,2,Luxury-Oriented Spender
5595,2574.32,2574.32,0.0,1,1,49,F,1,High-Frequency Moderate Spender
5604,281.2,281.2,0.0,1,1,71,F,2,Luxury-Oriented Spender
5605,2370.18,2370.18,0.0,1,1,21,M,1,High-Frequency Moderate Spender
5659,185.06,185.06,0.0,1,1,63,F,2,Luxury-Oriented Spender
5661,289.18,289.18,0.0,1,1,55,M,3,High-Volatility / Impulsive Spender
5667,22.41,22.41,0.0,1,1,34,F,2,Luxury-Oriented Spender
5668,74.77,74.77,0.0,1,1,45,F,2,Luxury-Oriented Spender
5680,496.76,496.76,0.0,1,1,45,F,2,Luxury-Oriented Spender
5707,955.38,955.38,0.0,1,1,38,F,2,Luxury-Oriented Spender
5725,65.14,65.14,0.0,1,1,64,F,2,Luxury-Oriented Spender
5744,358.22,358.22,0.0,1,1,74,M,3,High-Volatility / Impulsive Spender
5786,775.66,775.66,0.0,1,1,56,M,3,High-Volatility / Impulsive Spender
5793,538.53,538.53,0.0,1,1,30,M,3,High-Volatility / Impulsive Spender
5812,213.59,213.59,0.0,1,1,74,F,2,Luxury-Oriented Spender
5852,326.67,326.67,0.0,1,1,29,M,3,High-Volatility / Impulsive Spender
5871,1029.27,1029.27,0.0,1,1,77,F,2,Luxury-Oriented Spender
5914,64.84,64.84,0.0,1,1,38,Unknown,0,Conservative Budgeter
5938,79.32,79.32,0.0,1,1,26,M,3,High-Volatility / Impulsive Spender
6081,2086.74,2086.74,0.0,1,1,47,M,1,High-Frequency Moderate Spender
6133,46.47,46.47,0.0,1,1,33,M,3,High-Volatility / Impulsive Spender
6173,14.99,14.99,0.0,1,1,49,F,2,Luxury-Oriented Spender
6203,60.04,60.04,0.0,1,1,46,F,2,Luxury-Oriented Spender
6206,647.98,647.98,0.0,1,1,31,M,3,High-Volatility / Impulsive Spender
6209,14.36,14.36,0.0,1,1,61,M,3,High-Volatility / Impulsive Spender
6222,2274.4,2274.4,0.0,1,1,34,F,1,High-Frequency Moderate Spender
6225,38.7,38.7,0.0,1,1,71,F,2,Luxury-Oriented Spender
6229,2796.74,2796.74,0.0,1,1,65,F,1,High-Frequency Moderate Spender
6284,707.12,707.12,0.0,1,1,27,M,3,High-Volatility / Impulsive Spender
6296,54.28,54.28,0.0,1,1,73,F,2,Luxury-Oriented Spender
6309,80.97,80.97,0.0,1,1,23,Unknown,0,Conservative Budgeter
6332,14.67,14.67,0.0,1,1,76,F,2,Luxury-Oriented Spender
6361,172.89,172.89,0.0,1,1,49,M,3,High-Volatility / Impulsive Spender
6375,92.11,92.11,0.0,1,1,32,M,3,High-Volatility / Impulsive Spender
6376,483.97,483.97,0.0,1,1,68,F,2,Luxury-Oriented Spender
6395,92.97,92.97,0.0,1,1,34,F,2,Luxury-Oriented Spender
6434,15.68,15.68,0.0,1,1,41,M,3,High-Volatility / Impulsive Spender
6447,236.25,236.25,0.0,1,1,67,F,2,Luxury-Oriented Spender
6461,188.95,188.95,0.0,1,1,50,F,2,Luxury-Oriented Spender
6463,12.11,12.11,0.0,1,1,34,F,2,Luxury-Oriented Spender
6466,62.51,62.51,0.0,1,1,76,M,3,High-Volatility / Impulsive Spender
6469,96.9,96.9,0.0,1,1,41,M,3,High-Volatility / Impulsive Spender
6510,119.6,119.6,0.0,1,1,48,M,3,High-Volatility / Impulsive Spender
6525,774.24,774.24,0.0,1,1,66,F,2,Luxury-Oriented Spender
6526,344.11,344.11,0.0,1,1,56,F,2,Luxury-Oriented Spender
6535,78.58,78.58,0.0,1,1,25,M,3,High-Volatility / Impulsive Spender
6559,24.96,24.96,0.0,1,1,22,F,2,Luxury-Oriented Spender
6572,203.75,203.75,0.0,1,1,45,M,3,High-Volatility / Impulsive Spender
6590,18.69,18.69,0.0,1,1,71,M,3,High-Volatility / Impulsive Spender
6597,68.61,68.61,0.0,1,1,35,F,2,Luxury-Oriented Spender
6602,2865.86,2865.86,0.0,1,1,56,Unknown,1,High-Frequency Moderate Spender
6619,735.02,735.02,0.0,1,1,63,F,2,Luxury-Oriented Spender
6659,2845.25,2845.25,0.0,1,1,63,F,1,High-Frequency Moderate Spender
6660,102.31,102.31,0.0,1,1,49,M,3,High-Volatility / Impulsive Spender
6662,288.75,288.75,0.0,1,1,28,M,3,High-Volatility / Impulsive Spender
6685,34.14,34.14,0.0,1,1,64,M,3,High-Volatility / Impulsive Spender
6734,125.21,125.21,0.0,1,1,65,F,2,Luxury-Oriented Spender
6749,145.15,145.15,0.0,1,1,72,M,3,High-Volatility / Impulsive Spender
6794,478.69,478.69,0.0,1,1,74,M,3,High-Volatility / Impulsive Spender
6800,198.14,198.14,0.0,1,1,75,Unknown,0,Conservative Budgeter
6806,59.39,59.39,0.0,1,1,72,M,3,High-Volatility / Impulsive Spender
6832,264.56,264.56,0.0,1,1,76,F,2,Luxury-Oriented Spender
6858,47.78,47.78,0.0,1,1,71,F,2,Luxury-Oriented Spender
6870,84.27,84.27,0.0,1,1,41,Unknown,0,Conservative Budgeter
6887,282.72,282.72,0.0,1,1,46,Unknown,0,Conservative Budgeter
6905,366.56,366.56,0.0,1,1,44,M,3,High-Volatility / Impulsive Spender
6935,17.06,17.06,0.0,1,1,65,F,2,Luxury-Oriented Spender
6994,79.06,79.06,0.0,1,1,70,F,2,Luxury-Oriented Spender
6998,1935.91,1935.91,0.0,1,1,52,F,1,High-Frequency Moderate Spender
7010,610.69,610.69,0.0,1,1,22,Unknown,0,Conservative Budgeter
7015,47.16,47.16,0.0,1,1,57,M,3,High-Volatility / Impulsive Spender
7020,1550.34,1550.34,0.0,1,1,43,Unknown,0,Conservative Budgeter
7065,223.72,223.72,0.0,1,1,45,M,3,High-Volatility / Impulsive Spender
7083,692.24,692.24,0.0,1,1,45,F,2,Luxury-Oriented Spender
7099,2964.13,2964.13,0.0,1,1,50,F,1,High-Frequency Moderate Spender
7101,105.29,105.29,0.0,1,1,62,Unknown,0,Conservative Budgeter
7117,245.09,245.09,0.0,1,1,41,Unknown,0,Conservative Budgeter
7139,117.08,117.08,0.0,1,1,72,M,3,High-Volatility / Impulsive Spender
7150,23.98,23.98,0.0,1,1,67,F,2,Luxury-Oriented Spender
7159,78.96,78.96,0.0,1,1,55,Unknown,0,Conservative Budgeter
7167,2337.8,2337.8,0.0,1,1,24,F,1,High-Frequency Moderate Spender
7204,175.27,175.27,0.0,1,1,67,F,2,Luxury-Oriented Spender
7219,21.95,21.95,0.0,1,1,35,F,2,Luxury-Oriented Spender
7230,227.56,227.56,0.0,1,1,53,M,3,High-Volatility / Impulsive Spender
7238,22.11,22.11,0.0,1,1,31,F,2,Luxury-Oriented Spender
7248,147.04,147.04,0.0,1,1,55,M,3,High-Volatility / Impulsive Spender
7268,25.53,25.53,0.0,1,1,77,F,2,Luxury-Oriented Spender
7309,91.01,91.01,0.0,1,1,35,F,2,Luxury-Oriented Spender
7312,2711.24,2711.24,0.0,1,1,71,M,1,High-Frequency Moderate Spender
7344,166.07,166.07,0.0,1,1,60,M,3,High-Volatility / Impulsive Spender
7366,484.08,484.08,0.0,1,1,68,F,2,Luxury-Oriented Spender
7391,623.63,623.63,0.0,1,1,24,M,3,High-Volatility / Impulsive Spender
