total_spend,avg_spend,spend_std,transaction_count,unique_categories,age,gender_M,gender_Unknown
150.99,150.99,0.0,1,1,63,False,False
124.16,124.16,0.0,1,1,41,False,False
297.33,297.33,0.0,1,1,46,False,False
857.69,857.69,0.0,1,1,52,True,False
72.11,72.11,0.0,1,1,44,False,False
26.73,26.73,0.0,1,1,23,False,False
1206.32,1206.32,0.0,1,1,60,True,False
87.89,87.89,0.0,1,1,52,True,False
174.35,174.35,0.0,1,1,54,False,False
24.96,24.96,0.0,1,1,22,False,False
499.4,499.4,0.0,1,1,20,True,False
126.23,126.23,0.0,1,1,71,False,False
122.86,122.86,0.0,1,1,50,False,False
68.1,68.1,0.0,1,1,40,True,False
31.06,31.06,0.0,1,1,75,True,False
71.41,71.41,0.0,1,1,58,False,False
177.11,177.11,0.0,1,1,26,True,False
254.56,254.56,0.0,1,1,41,True,False
123.47,123.47,0.0,1,1,45,True,False
1922.55,1922.55,0.0,1,1,29,False,False
188.12,188.12,0.0,1,1,39,True,False
1267.96,1267.96,0.0,1,1,65,False,False
1122.84,1122.84,0.0,1,1,25,True,False
170.86,170.86,0.0,1,1,71,True,False
943.78,943.78,0.0,1,1,69,False,True
298.98,298.98,0.0,1,1,38,False,False
264.56,264.56,0.0,1,1,65,False,False
31.49,31.49,0.0,1,1,46,True,False
335.02,335.02,0.0,1,1,52,True,False
82.43,82.43,0.0,1,1,53,True,False
44.57,44.57,0.0,1,1,38,False,False
206.56,206.56,0.0,1,1,77,False,False
144.8,144.8,0.0,1,1,63,True,False
631.85,631.85,0.0,1,1,71,True,False
901.07,901.07,0.0,1,1,27,False,False
15.42,15.42,0.0,1,1,45,False,False
2584.88,2584.88,0.0,1,1,36,True,False
933.66,933.66,0.0,1,1,76,True,False
418.97,418.97,0.0,1,1,46,False,False
405.86,405.86,0.0,1,1,29,False,False
2385.91,2385.91,0.0,1,1,60,False,False
30.64,30.64,0.0,1,1,21,False,False
148.93,148.93,0.0,1,1,77,False,False
250.26,250.26,0.0,1,1,49,True,False
33.88,33.88,0.0,1,1,54,False,False
678.41,678.41,0.0,1,1,70,True,False
118.94,118.94,0.0,1,1,48,False,False
119.34,119.34,0.0,1,1,38,True,False
172.11,172.11,0.0,1,1,48,False,False
386.06,386.06,0.0,1,1,64,False,False
962.23,962.23,0.0,1,1,61,False,False
1270.39,1270.39,0.0,1,1,26,False,False
817.97,817.97,0.0,1,1,28,True,False
169.74,169.74,0.0,1,1,64,False,True
463.21,463.21,0.0,1,1,53,False,True
251.34,251.34,0.0,1,1,43,True,False
44.93,44.93,0.0,1,1,75,False,False
88.35,88.35,0.0,1,1,61,False,True
485.86,485.86,0.0,1,1,42,False,True
454.14,454.14,0.0,1,1,63,True,False
21.27,21.27,0.0,1,1,25,False,False
171.4,171.4,0.0,1,1,60,True,False
102.13,102.13,0.0,1,1,49,False,False
181.43,181.43,0.0,1,1,27,False,False
84.49,84.49,0.0,1,1,61,False,False
52.06,52.06,0.0,1,1,49,False,False
140.71,140.71,0.0,1,1,67,False,False
91.62,91.62,0.0,1,1,72,False,False
131.14,131.14,0.0,1,1,36,False,False
251.88,251.88,0.0,1,1,26,True,False
45.21,45.21,0.0,1,1,51,False,False
120.57,120.57,0.0,1,1,33,False,False
83.28,83.28,0.0,1,1,65,False,False
97.38,97.38,0.0,1,1,64,False,False
395.06,395.06,0.0,1,1,71,True,False
2942.06,2942.06,0.0,1,1,69,False,False
161.6,161.6,0.0,1,1,53,True,False
101.91,101.91,0.0,1,1,75,True,False
229.22,229.22,0.0,1,1,68,True,False
200.8,200.8,0.0,1,1,53,False,False
2377.13,2377.13,0.0,1,1,66,False,False
198.36,198.36,0.0,1,1,27,True,False
98.65,98.65,0.0,1,1,31,True,False
2236.89,2236.89,0.0,1,1,51,True,False
159.86,159.86,0.0,1,1,28,False,True
368.8,368.8,0.0,1,1,26,True,False
2177.42,2177.42,0.0,1,1,72,False,False
339.45,339.45,0.0,1,1,29,True,False
99.58,99.58,0.0,1,1,21,True,False
129.25,129.25,0.0,1,1,59,False,True
749.31,749.31,0.0,1,1,49,True,False
60.4,60.4,0.0,1,1,57,False,False
1807.97,1807.97,0.0,1,1,34,False,False
125.64,125.64,0.0,1,1,61,False,False
109.92,109.92,0.0,1,1,51,True,False
125.31,125.31,0.0,1,1,21,False,True
77.86,77.86,0.0,1,1,58,True,False
283.74,283.74,0.0,1,1,49,True,False
21.66,21.66,0.0,1,1,64,False,True
321.51,321.51,0.0,1,1,76,True,False
356.59,356.59,0.0,1,1,28,True,False
357.98,357.98,0.0,1,1,60,True,False
648.19,648.19,0.0,1,1,74,False,False
118.6,118.6,0.0,1,1,27,True,False
94.47,94.47,0.0,1,1,40,True,False
58.67,58.67,0.0,1,1,44,True,False
391.7,391.7,0.0,1,1,21,False,True
34.92,34.92,0.0,1,1,69,True,False
454.03,454.03,0.0,1,1,70,False,False
49.34,49.34,0.0,1,1,67,False,False
84.01,84.01,0.0,1,1,40,True,False
160.47,160.47,0.0,1,1,52,False,False
2438.08,2438.08,0.0,1,1,38,True,False
769.33,769.33,0.0,1,1,64,True,False
803.28,803.28,0.0,1,1,44,False,False
208.45,208.45,0.0,1,1,68,False,False
374.23,374.23,0.0,1,1,66,False,False
2968.23,2968.23,0.0,1,1,52,False,False
888.64,888.64,0.0,1,1,70,True,False
1522.94,1522.94,0.0,1,1,62,False,False
562.37,562.37,0.0,1,1,23,True,False
338.05,338.05,0.0,1,1,43,True,False
17.34,17.34,0.0,1,1,62,False,False
36.47,36.47,0.0,1,1,51,False,False
410.46,410.46,0.0,1,1,21,True,False
265.35,265.35,0.0,1,1,47,False,False
13.93,13.93,0.0,1,1,41,True,False
56.69,56.69,0.0,1,1,67,True,False
190.85,190.85,0.0,1,1,46,True,False
39.84,39.84,0.0,1,1,28,True,False
102.36,102.36,0.0,1,1,23,False,False
1513.42,1513.42,0.0,1,1,45,True,False
976.82,976.82,0.0,1,1,61,False,False
2607.64,2607.64,0.0,1,1,60,True,False
449.83,449.83,0.0,1,1,40,False,False
239.49,239.49,0.0,1,1,22,True,False
975.41,975.41,0.0,1,1,67,True,False
58.54,58.54,0.0,1,1,70,False,False
88.07,88.07,0.0,1,1,23,True,False
301.78,301.78,0.0,1,1,46,False,False
249.59,249.59,0.0,1,1,44,False,False
198.64,198.64,0.0,1,1,64,False,True
41.24,41.24,0.0,1,1,57,False,False
132.69,132.69,0.0,1,1,77,True,False
298.0,298.0,0.0,1,1,66,True,False
74.28,74.28,0.0,1,1,43,True,False
133.51,133.51,0.0,1,1,64,False,False
359.92,359.92,0.0,1,1,58,True,False
120.48,120.48,0.0,1,1,61,False,False
260.72,260.72,0.0,1,1,58,True,False
88.51,88.51,0.0,1,1,42,True,False
95.41,95.41,0.0,1,1,38,True,False
172.09,172.09,0.0,1,1,37,True,False
2697.24,2697.24,0.0,1,1,54,False,False
19.88,19.88,0.0,1,1,36,False,False
896.84,896.84,0.0,1,1,63,True,False
376.11,376.11,0.0,1,1,70,False,False
448.61,448.61,0.0,1,1,48,True,False
368.99,368.99,0.0,1,1,63,False,True
2781.85,2781.85,0.0,1,1,69,False,False
91.66,91.66,0.0,1,1,75,True,False
249.94,249.94,0.0,1,1,68,False,False
38.82,38.82,0.0,1,1,21,True,False
24.82,24.82,0.0,1,1,43,True,False
246.5,246.5,0.0,1,1,25,True,False
15.12,15.12,0.0,1,1,38,False,True
137.3,137.3,0.0,1,1,66,False,False
229.71,229.71,0.0,1,1,59,False,True
59.59,59.59,0.0,1,1,30,False,False
1522.76,1522.76,0.0,1,1,60,False,False
165.55,165.55,0.0,1,1,37,True,False
195.15,195.15,0.0,1,1,66,True,False
136.74,136.74,0.0,1,1,30,False,False
68.07,68.07,0.0,1,1,24,False,False
97.38,97.38,0.0,1,1,30,False,False
98.11,98.11,0.0,1,1,75,True,False
249.59,249.59,0.0,1,1,52,False,False
29.1,29.1,0.0,1,1,55,False,True
12.2,12.2,0.0,1,1,50,False,False
363.94,363.94,0.0,1,1,73,False,True
292.72,292.72,0.0,1,1,39,True,False
180.0,180.0,0.0,1,1,53,False,True
683.79,683.79,0.0,1,1,62,True,False
712.58,712.58,0.0,1,1,45,True,False
41.44,41.44,0.0,1,1,31,False,False
76.97,76.97,0.0,1,1,59,False,False
185.66,185.66,0.0,1,1,56,True,False
132.68,132.68,0.0,1,1,45,False,False
897.54,897.54,0.0,1,1,43,False,False
137.99,137.99,0.0,1,1,73,False,True
241.33,241.33,0.0,1,1,69,True,False
177.0,177.0,0.0,1,1,59,True,False
44.12,44.12,0.0,1,1,65,False,True
39.63,39.63,0.0,1,1,26,False,False
112.68,112.68,0.0,1,1,45,False,False
302.53,302.53,0.0,1,1,49,False,False
15.71,15.71,0.0,1,1,37,False,True
237.35,237.35,0.0,1,1,26,True,False
1714.03,1714.03,0.0,1,1,35,True,False
36.41,36.41,0.0,1,1,31,True,False
75.02,75.02,0.0,1,1,55,True,False
296.71,296.71,0.0,1,1,25,False,False
511.23,511.23,0.0,1,1,48,True,False
188.65,188.65,0.0,1,1,43,False,False
837.63,837.63,0.0,1,1,40,False,False
2090.6,2090.6,0.0,1,1,52,True,False
321.94,321.94,0.0,1,1,64,False,False
418.71,418.71,0.0,1,1,29,True,False
39.42,39.42,0.0,1,1,69,False,False
78.96,78.96,0.0,1,1,22,True,False
604.33,604.33,0.0,1,1,41,False,False
69.01,69.01,0.0,1,1,21,True,False
411.4,411.4,0.0,1,1,52,False,False
183.76,183.76,0.0,1,1,60,False,False
100.49,100.49,0.0,1,1,32,True,False
942.69,942.69,0.0,1,1,28,False,True
1280.55,1280.55,0.0,1,1,38,False,False
99.26,99.26,0.0,1,1,60,True,False
452.6,452.6,0.0,1,1,44,False,True
2396.15,2396.15,0.0,1,1,75,False,True
225.24,225.24,0.0,1,1,47,True,False
430.42,430.42,0.0,1,1,72,False,True
461.34,461.34,0.0,1,1,73,True,False
95.75,95.75,0.0,1,1,43,True,False
654.56,654.56,0.0,1,1,72,False,False
1659.47,1659.47,0.0,1,1,72,True,False
130.92,130.92,0.0,1,1,68,False,False
22.8,22.8,0.0,1,1,70,True,False
274.37,274.37,0.0,1,1,64,False,False
213.92,213.92,0.0,1,1,21,True,False
701.45,701.45,0.0,1,1,54,False,False
88.09,88.09,0.0,1,1,34,False,False
110.41,110.41,0.0,1,1,33,False,False
12.09,12.09,0.0,1,1,32,False,True
95.26,95.26,0.0,1,1,35,True,False
2043.88,2043.88,0.0,1,1,74,False,False
1682.99,1682.99,0.0,1,1,31,True,False
235.94,235.94,0.0,1,1,20,True,False
10.81,10.81,0.0,1,1,46,False,False
